hora,incr,dia,hora dec,tag,habilitar sleep
02:00:00,300,43747,0.083333333333332,2,0
02:10:00,300,43747,0.090277777777777,2,0
02:20:00,300,43747,0.097222222222221,2,0
02:30:00,300,43747,0.104166666666666,2,0
02:40:00,300,43747,0.11111111111111,2,0
02:50:00,300,43747,0.118055555555555,2,0
03:00:00,300,43747,0.124999999999999,2,0
03:10:00,300,43747,0.131944444444443,2,0
03:20:00,300,43747,0.138888888888888,2,0
03:30:00,300,43747,0.145833333333332,2,0
03:40:00,300,43747,0.152777777777777,2,0
03:50:00,300,43747,0.159722222222221,2,0
04:00:00,300,43747,0.166666666666666,2,0
04:10:00,300,43747,0.17361111111111,2,0
04:20:00,300,43747,0.180555555555555,2,0
04:30:00,300,43747,0.187499999999999,2,0
04:40:00,300,43747,0.194444444444443,2,0
04:50:00,300,43747,0.201388888888888,2,0
05:00:00,300,43747,0.208333333333332,2,0
05:10:00,300,43747,0.215277777777777,2,0
05:20:00,300,43747,0.222222222222221,2,0
05:30:00,300,43747,0.229166666666666,2,0
05:40:00,300,43747,0.23611111111111,2,0
05:50:00,300,43747,0.243055555555555,2,0
06:00:00,300,43747,0.249999999999999,2,0
06:10:00,300,43747,0.256944444444443,2,0
06:20:00,300,43747,0.263888888888888,2,0
06:30:00,300,43747,0.270833333333332,2,0
06:40:00,300,43747,0.277777777777777,2,0
06:50:00,300,43747,0.284722222222221,2,0
07:00:00,300,43747,0.291666666666666,2,0
07:10:00,300,43747,0.29861111111111,2,0
07:20:00,300,43747,0.305555555555554,2,0
07:30:00,300,43747,0.312499999999999,2,0
07:40:00,300,43747,0.319444444444443,2,0
07:50:00,300,43747,0.326388888888888,2,0
08:00:00,300,43747,0.333333333333332,2,1
08:10:00,300,43747,0.340277777777776,2,1
08:20:00,300,43747,0.347222222222221,2,1
08:30:00,300,43747,0.354166666666665,2,1
08:40:00,300,43747,0.36111111111111,2,1
08:50:00,300,43747,0.368055555555554,2,1
09:00:00,300,43747,0.374999999999999,2,1
09:10:00,300,43747,0.381944444444443,2,1
09:20:00,300,43747,0.388888888888887,2,1
09:30:00,300,43747,0.395833333333332,2,1
09:40:00,300,43747,0.402777777777776,2,1
09:50:00,300,43747,0.409722222222221,2,1
10:00:00,300,43747,0.416666666666665,2,1
00:10:00,450,43748,0.006944444444443,2,0
00:20:00,450,43748,0.013888888888887,2,0
00:30:00,450,43748,0.020833333333332,2,0
00:40:00,450,43748,0.027777777777776,2,0
00:50:00,450,43748,0.034722222222221,2,0
01:00:00,450,43748,0.041666666666665,2,0
01:10:00,450,43748,0.04861111111111,2,0
01:20:00,450,43748,0.055555555555554,2,0
01:30:00,450,43748,0.062499999999999,2,0
01:40:00,450,43748,0.069444444444443,2,0
01:50:00,450,43748,0.076388888888887,2,0
02:00:00,450,43748,0.083333333333332,2,0
02:10:00,450,43748,0.090277777777776,2,0
02:20:00,450,43748,0.097222222222221,2,0
02:30:00,450,43748,0.104166666666665,2,0
02:40:00,450,43748,0.11111111111111,2,0
02:50:00,450,43748,0.118055555555554,2,0
03:00:00,450,43748,0.124999999999999,2,0
03:10:00,450,43748,0.131944444444443,2,0
03:20:00,450,43748,0.138888888888887,2,0
03:30:00,450,43748,0.145833333333332,2,0
03:40:00,450,43748,0.152777777777776,2,0
03:50:00,450,43748,0.159722222222221,2,0
04:00:00,450,43748,0.166666666666665,2,0
04:10:00,450,43748,0.17361111111111,2,0
04:20:00,450,43748,0.180555555555554,2,0
04:30:00,450,43748,0.187499999999999,2,0
04:40:00,450,43748,0.194444444444443,2,0
04:50:00,450,43748,0.201388888888887,2,0
05:00:00,450,43748,0.208333333333332,2,0
05:10:00,450,43748,0.215277777777776,2,0
05:20:00,450,43748,0.222222222222221,2,0
05:30:00,450,43748,0.229166666666665,2,0
05:40:00,450,43748,0.23611111111111,2,0
05:50:00,450,43748,0.243055555555554,2,0
06:00:00,450,43748,0.249999999999999,2,0
06:10:00,450,43748,0.256944444444443,2,0
06:20:00,450,43748,0.263888888888887,2,0
06:30:00,450,43748,0.270833333333332,2,0
06:40:00,450,43748,0.277777777777776,2,0
06:50:00,450,43748,0.284722222222221,2,0
07:00:00,450,43748,0.291666666666665,2,0
07:10:00,450,43748,0.298611111111109,2,0
07:20:00,450,43748,0.305555555555554,2,0
07:30:00,450,43748,0.312499999999998,2,0
07:40:00,450,43748,0.319444444444443,2,0
07:50:00,450,43748,0.326388888888887,2,1
08:00:00,450,43748,0.333333333333332,2,1
08:10:00,450,43748,0.340277777777776,2,1
08:20:00,450,43748,0.34722222222222,2,1
08:30:00,450,43748,0.354166666666665,2,1
08:40:00,450,43748,0.361111111111109,2,1
08:50:00,450,43748,0.368055555555554,2,1
09:00:00,450,43748,0.374999999999998,2,1
09:10:00,450,43748,0.381944444444443,2,1
09:20:00,450,43748,0.388888888888887,2,1
09:30:00,450,43748,0.395833333333331,2,1
09:40:00,450,43748,0.402777777777776,2,1
09:50:00,450,43748,0.40972222222222,2,1
10:00:00,450,43748,0.416666666666665,2,1
00:10:00,600,43749,0.006944444444442,2,0
00:20:00,600,43749,0.013888888888887,2,0
00:30:00,600,43749,0.020833333333331,2,0
00:40:00,600,43749,0.027777777777776,2,0
00:50:00,600,43749,0.03472222222222,2,0
01:00:00,600,43749,0.041666666666665,2,0
01:10:00,600,43749,0.048611111111109,2,0
01:20:00,600,43749,0.055555555555554,2,0
01:30:00,600,43749,0.062499999999998,2,0
01:40:00,600,43749,0.069444444444442,2,0
01:50:00,600,43749,0.076388888888887,2,0
02:00:00,600,43749,0.083333333333331,2,0
02:10:00,600,43749,0.090277777777776,2,0
02:20:00,600,43749,0.09722222222222,2,0
02:30:00,600,43749,0.104166666666665,2,0
02:40:00,600,43749,0.111111111111109,2,0
02:50:00,600,43749,0.118055555555554,2,0
03:00:00,600,43749,0.124999999999998,2,0
03:10:00,600,43749,0.131944444444442,2,0
03:20:00,600,43749,0.138888888888887,2,0
03:30:00,600,43749,0.145833333333331,2,0
03:40:00,600,43749,0.152777777777776,2,0
03:50:00,600,43749,0.15972222222222,2,0
04:00:00,600,43749,0.166666666666665,2,0
04:10:00,600,43749,0.173611111111109,2,0
04:20:00,600,43749,0.180555555555554,2,0
04:30:00,600,43749,0.187499999999998,2,0
04:40:00,600,43749,0.194444444444442,2,0
04:50:00,600,43749,0.201388888888887,2,0
05:00:00,600,43749,0.208333333333331,2,0
05:10:00,600,43749,0.215277777777776,2,0
05:20:00,600,43749,0.22222222222222,2,0
05:30:00,600,43749,0.229166666666665,2,0
05:40:00,600,43749,0.236111111111109,2,0
05:50:00,600,43749,0.243055555555554,2,0
06:00:00,600,43749,0.249999999999998,2,0
06:10:00,600,43749,0.256944444444442,2,0
06:20:00,600,43749,0.263888888888887,2,0
06:30:00,600,43749,0.270833333333331,2,0
06:40:00,600,43749,0.277777777777776,2,0
06:50:00,600,43749,0.28472222222222,2,0
07:00:00,600,43749,0.291666666666665,2,0
07:10:00,600,43749,0.298611111111109,2,0
07:20:00,600,43749,0.305555555555553,2,0
07:30:00,600,43749,0.312499999999998,2,0
07:40:00,600,43749,0.319444444444442,2,0
07:50:00,600,43749,0.326388888888887,2,1
08:00:00,600,43749,0.333333333333331,2,1
08:10:00,600,43749,0.340277777777775,2,1
08:20:00,600,43749,0.34722222222222,2,1
08:30:00,600,43749,0.354166666666664,2,1
08:40:00,600,43749,0.361111111111109,2,1
08:50:00,600,43749,0.368055555555553,2,1
09:00:00,600,43749,0.374999999999998,2,1
09:10:00,600,43749,0.381944444444442,2,1
09:20:00,600,43749,0.388888888888886,2,1
09:30:00,600,43749,0.395833333333331,2,1
09:40:00,600,43749,0.402777777777775,2,1
09:50:00,600,43749,0.40972222222222,2,1
10:00:00,600,43749,0.416666666666664,2,1
00:10:00,750,43750,0.006944444444442,2,0
00:20:00,750,43750,0.013888888888886,2,0
00:30:00,750,43750,0.020833333333331,2,0
00:40:00,750,43750,0.027777777777775,2,0
00:50:00,750,43750,0.03472222222222,2,0
01:00:00,750,43750,0.041666666666664,2,0
01:10:00,750,43750,0.048611111111109,2,0
01:20:00,750,43750,0.055555555555553,2,0
01:30:00,750,43750,0.062499999999998,2,0
01:40:00,750,43750,0.069444444444442,2,0
01:50:00,750,43750,0.076388888888886,2,0
02:00:00,750,43750,0.083333333333331,2,0
02:10:00,750,43750,0.090277777777775,2,0
02:20:00,750,43750,0.09722222222222,2,0
02:30:00,750,43750,0.104166666666664,2,0
02:40:00,750,43750,0.111111111111109,2,0
02:50:00,750,43750,0.118055555555553,2,0
03:00:00,750,43750,0.124999999999998,2,0
03:10:00,750,43750,0.131944444444442,2,0
03:20:00,750,43750,0.138888888888886,2,0
03:30:00,750,43750,0.145833333333331,2,0
03:40:00,750,43750,0.152777777777775,2,0
03:50:00,750,43750,0.15972222222222,2,0
04:00:00,750,43750,0.166666666666664,2,0
04:10:00,750,43750,0.173611111111109,2,0
04:20:00,750,43750,0.180555555555553,2,0
04:30:00,750,43750,0.187499999999998,2,0
04:40:00,750,43750,0.194444444444442,2,0
04:50:00,750,43750,0.201388888888886,2,0
05:00:00,750,43750,0.208333333333331,2,0
05:10:00,750,43750,0.215277777777775,2,0
05:20:00,750,43750,0.22222222222222,2,0
05:30:00,750,43750,0.229166666666664,2,0
05:40:00,750,43750,0.236111111111109,2,0
05:50:00,750,43750,0.243055555555553,2,0
06:00:00,750,43750,0.249999999999998,2,0
06:10:00,750,43750,0.256944444444442,2,0
06:20:00,750,43750,0.263888888888886,2,0
06:30:00,750,43750,0.270833333333331,2,0
06:40:00,750,43750,0.277777777777775,2,0
06:50:00,750,43750,0.28472222222222,2,0
07:00:00,750,43750,0.291666666666664,2,0
07:10:00,750,43750,0.298611111111108,2,0
07:20:00,750,43750,0.305555555555553,2,0
07:30:00,750,43750,0.312499999999997,2,0
07:40:00,750,43750,0.319444444444442,2,0
07:50:00,750,43750,0.326388888888886,2,0
08:00:00,750,43750,0.333333333333331,2,0
08:10:00,750,43750,0.340277777777775,2,1
08:20:00,750,43750,0.347222222222219,2,1
08:30:00,750,43750,0.354166666666664,2,1
08:40:00,750,43750,0.361111111111108,2,1
08:50:00,750,43750,0.368055555555553,2,1
09:00:00,750,43750,0.374999999999997,2,1
09:10:00,750,43750,0.381944444444442,2,1
09:20:00,750,43750,0.388888888888886,2,1
09:30:00,750,43750,0.39583333333333,2,1
09:40:00,750,43750,0.402777777777775,2,1
09:50:00,750,43750,0.409722222222219,2,1
10:00:00,750,43750,0.416666666666664,2,1
00:10:00,900,43751,0.006944444444441,2,0
00:20:00,900,43751,0.013888888888886,2,0
00:30:00,900,43751,0.02083333333333,2,0
00:40:00,900,43751,0.027777777777775,2,0
00:50:00,900,43751,0.034722222222219,2,0
01:00:00,900,43751,0.041666666666664,2,0
01:10:00,900,43751,0.048611111111108,2,0
01:20:00,900,43751,0.055555555555553,2,0
01:30:00,900,43751,0.062499999999997,2,0
01:40:00,900,43751,0.069444444444441,2,0
01:50:00,900,43751,0.076388888888886,2,0
02:00:00,900,43751,0.08333333333333,2,0
02:10:00,900,43751,0.090277777777775,2,0
02:20:00,900,43751,0.097222222222219,2,0
02:30:00,900,43751,0.104166666666664,2,0
02:40:00,900,43751,0.111111111111108,2,0
02:50:00,900,43751,0.118055555555553,2,0
03:00:00,900,43751,0.124999999999997,2,0
03:10:00,900,43751,0.131944444444441,2,0
03:20:00,900,43751,0.138888888888886,2,0
03:30:00,900,43751,0.14583333333333,2,0
03:40:00,900,43751,0.152777777777775,2,0
03:50:00,900,43751,0.159722222222219,2,0
04:00:00,900,43751,0.166666666666664,2,0
04:10:00,900,43751,0.173611111111108,2,0
04:20:00,900,43751,0.180555555555553,2,0
04:30:00,900,43751,0.187499999999997,2,0
04:40:00,900,43751,0.194444444444441,2,0
04:50:00,900,43751,0.201388888888886,2,0
05:00:00,900,43751,0.20833333333333,2,0
05:10:00,900,43751,0.215277777777775,2,0
05:20:00,900,43751,0.222222222222219,2,0
05:30:00,900,43751,0.229166666666664,2,0
05:40:00,900,43751,0.236111111111108,2,0
05:50:00,900,43751,0.243055555555553,2,0
06:00:00,900,43751,0.249999999999997,2,0
06:10:00,900,43751,0.256944444444441,2,0
06:20:00,900,43751,0.263888888888886,2,0
06:30:00,900,43751,0.27083333333333,2,0
06:40:00,900,43751,0.277777777777775,2,0
06:50:00,900,43751,0.284722222222219,2,0
07:00:00,900,43751,0.291666666666664,2,0
07:10:00,900,43751,0.298611111111108,2,0
07:20:00,900,43751,0.305555555555552,2,0
07:30:00,900,43751,0.312499999999997,2,0
07:40:00,900,43751,0.319444444444441,2,0
07:50:00,900,43751,0.326388888888886,2,0
08:00:00,900,43751,0.33333333333333,2,1
08:10:00,900,43751,0.340277777777774,2,1
08:20:00,900,43751,0.347222222222219,2,1
08:30:00,900,43751,0.354166666666663,2,1
08:40:00,900,43751,0.361111111111108,2,1
08:50:00,900,43751,0.368055555555552,2,1
09:00:00,900,43751,0.374999999999997,2,1
09:10:00,900,43751,0.381944444444441,2,1
09:20:00,900,43751,0.388888888888885,2,1
09:30:00,900,43751,0.39583333333333,2,1
09:40:00,900,43751,0.402777777777774,2,1
09:50:00,900,43751,0.409722222222219,2,1
10:00:00,900,43751,0.416666666666663,2,1
00:10:00,1050,43752,0.006944444444441,2,0
00:20:00,1050,43752,0.013888888888885,2,0
00:30:00,1050,43752,0.02083333333333,2,0
00:40:00,1050,43752,0.027777777777774,2,0
00:50:00,1050,43752,0.034722222222219,2,0
01:00:00,1050,43752,0.041666666666663,2,0
01:10:00,1050,43752,0.048611111111108,2,0
01:20:00,1050,43752,0.055555555555552,2,0
01:30:00,1050,43752,0.062499999999997,2,0
01:40:00,1050,43752,0.069444444444441,2,0
01:50:00,1050,43752,0.076388888888885,2,0
02:00:00,1050,43752,0.08333333333333,2,0
02:10:00,1050,43752,0.090277777777774,2,0
02:20:00,1050,43752,0.097222222222219,2,0
02:30:00,1050,43752,0.104166666666663,2,0
02:40:00,1050,43752,0.111111111111108,2,0
02:50:00,1050,43752,0.118055555555552,2,0
03:00:00,1050,43752,0.124999999999997,2,0
03:10:00,1050,43752,0.131944444444441,2,0
03:20:00,1050,43752,0.138888888888885,2,0
03:30:00,1050,43752,0.14583333333333,2,0
03:40:00,1050,43752,0.152777777777774,2,0
03:50:00,1050,43752,0.159722222222219,2,0
04:00:00,1050,43752,0.166666666666663,2,0
04:10:00,1050,43752,0.173611111111108,2,0
04:20:00,1050,43752,0.180555555555552,2,0
04:30:00,1050,43752,0.187499999999997,2,0
04:40:00,1050,43752,0.194444444444441,2,0
04:50:00,1050,43752,0.201388888888885,2,0
05:00:00,1050,43752,0.20833333333333,2,0
05:10:00,1050,43752,0.215277777777774,2,0
05:20:00,1050,43752,0.222222222222219,2,0
05:30:00,1050,43752,0.229166666666663,2,0
05:40:00,1050,43752,0.236111111111108,2,0
05:50:00,1050,43752,0.243055555555552,2,0
06:00:00,1050,43752,0.249999999999997,2,0
06:10:00,1050,43752,0.256944444444441,2,0
06:20:00,1050,43752,0.263888888888885,2,0
06:30:00,1050,43752,0.27083333333333,2,0
06:40:00,1050,43752,0.277777777777774,2,0
06:50:00,1050,43752,0.284722222222219,2,0
07:00:00,1050,43752,0.291666666666663,2,0
07:10:00,1050,43752,0.298611111111107,2,0
07:20:00,1050,43752,0.305555555555552,2,0
07:30:00,1050,43752,0.312499999999996,2,0
07:40:00,1050,43752,0.319444444444441,2,0
07:50:00,1050,43752,0.326388888888885,2,0
08:00:00,1050,43752,0.33333333333333,2,0
08:10:00,1050,43752,0.340277777777774,2,1
08:20:00,1050,43752,0.347222222222218,2,1
08:30:00,1050,43752,0.354166666666663,2,1
08:40:00,1050,43752,0.361111111111107,2,1
08:50:00,1050,43752,0.368055555555552,2,1
09:00:00,1050,43752,0.374999999999996,2,1
09:10:00,1050,43752,0.381944444444441,2,1
09:20:00,1050,43752,0.388888888888885,2,1
09:30:00,1050,43752,0.395833333333329,2,1
09:40:00,1050,43752,0.402777777777774,2,1
09:50:00,1050,43752,0.409722222222218,2,1
10:00:00,1050,43752,0.416666666666663,2,1
00:10:00,1200,43753,0.00694444444444,2,0
00:20:00,1200,43753,0.013888888888885,2,0
00:30:00,1200,43753,0.020833333333329,2,0
00:40:00,1200,43753,0.027777777777774,2,0
00:50:00,1200,43753,0.034722222222218,2,0
01:00:00,1200,43753,0.041666666666663,2,0
01:10:00,1200,43753,0.048611111111107,2,0
01:20:00,1200,43753,0.055555555555552,2,0
01:30:00,1200,43753,0.062499999999996,2,0
01:40:00,1200,43753,0.06944444444444,2,0
01:50:00,1200,43753,0.076388888888885,2,0
02:00:00,1200,43753,0.083333333333329,2,0
02:10:00,1200,43753,0.090277777777774,2,0
02:20:00,1200,43753,0.097222222222218,2,0
02:30:00,1200,43753,0.104166666666663,2,0
02:40:00,1200,43753,0.111111111111107,2,0
02:50:00,1200,43753,0.118055555555552,2,0
03:00:00,1200,43753,0.124999999999996,2,0
03:10:00,1200,43753,0.13194444444444,2,0
03:20:00,1200,43753,0.138888888888885,2,0
03:30:00,1200,43753,0.145833333333329,2,0
03:40:00,1200,43753,0.152777777777774,2,0
03:50:00,1200,43753,0.159722222222218,2,0
04:00:00,1200,43753,0.166666666666663,2,0
04:10:00,1200,43753,0.173611111111107,2,0
04:20:00,1200,43753,0.180555555555552,2,0
04:30:00,1200,43753,0.187499999999996,2,0
04:40:00,1200,43753,0.19444444444444,2,0
04:50:00,1200,43753,0.201388888888885,2,0
05:00:00,1200,43753,0.208333333333329,2,0
05:10:00,1200,43753,0.215277777777774,2,0
05:20:00,1200,43753,0.222222222222218,2,0
05:30:00,1200,43753,0.229166666666663,2,0
05:40:00,1200,43753,0.236111111111107,2,0
05:50:00,1200,43753,0.243055555555552,2,0
06:00:00,1200,43753,0.249999999999996,2,0
06:10:00,1200,43753,0.25694444444444,2,0
06:20:00,1200,43753,0.263888888888885,2,0
06:30:00,1200,43753,0.270833333333329,2,0
06:40:00,1200,43753,0.277777777777774,2,0
06:50:00,1200,43753,0.284722222222218,2,0
07:00:00,1200,43753,0.291666666666663,2,0
07:10:00,1200,43753,0.298611111111107,2,0
07:20:00,1200,43753,0.305555555555551,2,0
07:30:00,1200,43753,0.312499999999996,2,0
07:40:00,1200,43753,0.31944444444444,2,0
07:50:00,1200,43753,0.326388888888885,2,1
08:00:00,1200,43753,0.333333333333329,2,1
08:10:00,1200,43753,0.340277777777773,2,1
08:20:00,1200,43753,0.347222222222218,2,1
08:30:00,1200,43753,0.354166666666662,2,1
08:40:00,1200,43753,0.361111111111107,2,1
08:50:00,1200,43753,0.368055555555551,2,1
09:00:00,1200,43753,0.374999999999996,2,1
09:10:00,1200,43753,0.38194444444444,2,1
09:20:00,1200,43753,0.388888888888884,2,1
09:30:00,1200,43753,0.395833333333329,2,1
09:40:00,1200,43753,0.402777777777773,2,1
09:50:00,1200,43753,0.409722222222218,2,1
10:00:00,1200,43753,0.416666666666662,2,1
00:10:00,1350,43754,0.00694444444444,2,0
00:20:00,1350,43754,0.013888888888884,2,0
00:30:00,1350,43754,0.020833333333329,2,0
00:40:00,1350,43754,0.027777777777773,2,0
00:50:00,1350,43754,0.034722222222218,2,0
01:00:00,1350,43754,0.041666666666662,2,0
01:10:00,1350,43754,0.048611111111107,2,0
01:20:00,1350,43754,0.055555555555551,2,0
01:30:00,1350,43754,0.062499999999996,2,0
01:40:00,1350,43754,0.06944444444444,2,0
01:50:00,1350,43754,0.076388888888884,2,0
02:00:00,1350,43754,0.083333333333329,2,0
02:10:00,1350,43754,0.090277777777773,2,0
02:20:00,1350,43754,0.097222222222218,2,0
02:30:00,1350,43754,0.104166666666662,2,0
02:40:00,1350,43754,0.111111111111107,2,0
02:50:00,1350,43754,0.118055555555551,2,0
03:00:00,1350,43754,0.124999999999996,2,0
03:10:00,1350,43754,0.13194444444444,2,0
03:20:00,1350,43754,0.138888888888884,2,0
03:30:00,1350,43754,0.145833333333329,2,0
03:40:00,1350,43754,0.152777777777773,2,0
03:50:00,1350,43754,0.159722222222218,2,0
04:00:00,1350,43754,0.166666666666662,2,0
04:10:00,1350,43754,0.173611111111107,2,0
04:20:00,1350,43754,0.180555555555551,2,0
04:30:00,1350,43754,0.187499999999996,2,0
04:40:00,1350,43754,0.19444444444444,2,0
04:50:00,1350,43754,0.201388888888884,2,0
05:00:00,1350,43754,0.208333333333329,2,0
05:10:00,1350,43754,0.215277777777773,2,0
05:20:00,1350,43754,0.222222222222218,2,0
05:30:00,1350,43754,0.229166666666662,2,0
05:40:00,1350,43754,0.236111111111107,2,0
05:50:00,1350,43754,0.243055555555551,2,0
06:00:00,1350,43754,0.249999999999996,2,0
06:10:00,1350,43754,0.25694444444444,2,0
06:20:00,1350,43754,0.263888888888884,2,0
06:30:00,1350,43754,0.270833333333329,2,0
06:40:00,1350,43754,0.277777777777773,2,0
06:50:00,1350,43754,0.284722222222218,2,0
07:00:00,1350,43754,0.291666666666662,2,0
07:10:00,1350,43754,0.298611111111106,2,0
07:20:00,1350,43754,0.305555555555551,2,0
07:30:00,1350,43754,0.312499999999995,2,0
07:40:00,1350,43754,0.31944444444444,2,0
07:50:00,1350,43754,0.326388888888884,2,0
08:00:00,1350,43754,0.333333333333329,2,1
08:10:00,1350,43754,0.340277777777773,2,1
08:20:00,1350,43754,0.347222222222217,2,1
08:30:00,1350,43754,0.354166666666662,2,1
08:40:00,1350,43754,0.361111111111106,2,1
08:50:00,1350,43754,0.368055555555551,2,1
09:00:00,1350,43754,0.374999999999995,2,1
09:10:00,1350,43754,0.38194444444444,2,1
09:20:00,1350,43754,0.388888888888884,2,1
09:30:00,1350,43754,0.395833333333328,2,1
09:40:00,1350,43754,0.402777777777773,2,1
09:50:00,1350,43754,0.409722222222217,2,1
